Media Sources,Negative,Neutral,Positive,Compound,Tweets Ago,Date,Text
CBS,0.272,0.728,0.0,-0.6808,51,Tue Jun 05 21:00:16 +0000 2018,"Police in a Pennsylvania town have caught a man suspected of stealing flags from several locations, including a rec… https://t.co/vpOa1LVMSl"
CBS,0.102,0.777,0.121,0.1027,52,Tue Jun 05 20:44:37 +0000 2018,"Hoax call drew deputies and a SWAT team to the home of Parkland survivor David Hogg, officials say… https://t.co/LLMInJewLU"
CBS,0.0,1.0,0.0,0.0,53,Tue Jun 05 20:29:53 +0000 2018,"For tonight’s #EyeOnAmerica, @DavidBegnaud spends a day in a Georgia jail where local police are deputized as ICE a… https://t.co/RXlP3yg6QK"
CBS,0.0,1.0,0.0,0.0,54,Tue Jun 05 20:25:57 +0000 2018,A Florida woman says she has found Jesus...in a horseshoe crab shell. Do you think this resembles Christ?… https://t.co/DfFTMU3549
CBS,0.0,1.0,0.0,0.0,55,Tue Jun 05 20:14:34 +0000 2018,"As its colossal merger closes, Bayer confirms that it is dropping Monsanto from its name https://t.co/xEO3BcKm4S https://t.co/9fsDZ8O5Va"
CBS,0.0,1.0,0.0,0.0,56,Tue Jun 05 20:01:21 +0000 2018,"Sen. Jeff Mekley (D-OR) says that what he witnessed in Texas at a migrant processing center is now ""seared"" in his… https://t.co/pQu1LjgwGG"
CBS,0.107,0.805,0.087,-0.0772,57,Tue Jun 05 19:40:31 +0000 2018,"Today, the Miss America Organization announced a number of changes aimed at female empowerment:… https://t.co/nEbq4oVrIG"
CBS,0.139,0.751,0.11,-0.128,58,Tue Jun 05 19:29:14 +0000 2018,Colorado Rockies draft pick deletes 2012 tweet wishing someone would shoot former President Obama… https://t.co/gPPW5Et9Ly
CBS,0.206,0.794,0.0,-0.4847,59,Tue Jun 05 19:09:23 +0000 2018,"Pres. Trump, though standing, does not sing ""God Bless America"" word-for-word, nodding along to melody as military… https://t.co/mCXenwDLiP"
CBS,0.0,0.7,0.3,0.8074,60,Tue Jun 05 19:05:33 +0000 2018,"Pres. Trump speaks at White House event that replaces visit from Super Bowl champions Philadelphia Eagles: ""We love… https://t.co/73VN1bvPCV"
CBS,0.115,0.885,0.0,-0.3818,61,Tue Jun 05 19:02:43 +0000 2018,"""There are black and brown soldiers that fight in the military that feel taking the knee, bringing attention to pol… https://t.co/ogScTHye3e"
CBS,0.0,0.679,0.321,0.8176,62,Tue Jun 05 19:00:24 +0000 2018,"""If the White House supports the [Colorado] baker's right of free speech, why doesn't the White House support the p… https://t.co/vRUMn19T6h"
CBS,0.318,0.682,0.0,-0.7865,63,Tue Jun 05 18:59:36 +0000 2018,WARNING FOR PARENTS: Garden hoses left in the sun can result in scalding water. Fire Department issues a warning af… https://t.co/VFqfapmbyU
CBS,0.0,1.0,0.0,0.0,64,Tue Jun 05 18:56:36 +0000 2018,".@PressSec: ""The president his position hasn't changed on this throughout the process...and the Eagles made the com… https://t.co/5iGWRln2SE"
CBS,0.068,0.8,0.132,0.3832,65,Tue Jun 05 18:51:19 +0000 2018,"""I think you all know I'm an honest person that works extremely hard to provide you with accurate information at al… https://t.co/x7NWuz7mZm"
CBS,0.0,1.0,0.0,0.0,66,Tue Jun 05 18:48:16 +0000 2018,.@PressSec declines to comment on discrepancy between her past remarks on Donald Trump Jr. statement and letter fro… https://t.co/kwY99hW5td
CBS,0.0,1.0,0.0,0.0,67,Tue Jun 05 18:41:12 +0000 2018,"Reporter: ""Is the president aware that not a single player on the Eagles, for the entire season, knelt for the nati… https://t.co/hGJQWcZJNX"
CBS,0.095,0.905,0.0,-0.2263,68,Tue Jun 05 18:27:37 +0000 2018,WATCH LIVE: @PressSec holds White House briefing after Pres. Trump cancels Eagles event; chair of Council of Econom… https://t.co/yEfdc7kITH
CBS,0.0,1.0,0.0,0.0,69,Tue Jun 05 18:16:33 +0000 2018,WATCH LIVE: Senate Republicans address reporters on Capitol Hill after Senate Majority Leader Mitch McConnell cance… https://t.co/3DI5RY6Lke
CBS,0.0,0.723,0.277,0.7096,70,Tue Jun 05 18:15:28 +0000 2018,Man with Down syndrome gets huge surprise from boss -- and the smile on his face says it all https://t.co/TeGTHbpQzx https://t.co/s3fQ3tbqGZ
CBS,0.278,0.478,0.244,-0.1779,71,Tue Jun 05 17:59:43 +0000 2018,Infant abducted by her sex offender father found safe after Amber Alert https://t.co/6HVCZpIX0b https://t.co/I8m7agUEPb
CBS,0.101,0.899,0.0,-0.2263,72,Tue Jun 05 17:47:28 +0000 2018,"NEW: Senate Majority Leader Mitch McConnell cancels Senate's August recess ""due to the historic obstruction by Sena… https://t.co/I4qEm0C6Xi"
CBS,0.306,0.694,0.0,-0.8689,73,Tue Jun 05 17:45:09 +0000 2018,Kate Spade was found dead today at the age of 55 following an apparent suicide. The renowned designer was known for… https://t.co/qKMyqPtRdA
CBS,0.29,0.71,0.0,-0.6486,74,Tue Jun 05 17:30:29 +0000 2018,Jeff Sessions argues it's necessary to separate children from parents when detained at border:… https://t.co/oT8phOnCxn
CBS,0.5,0.5,0.0,-0.9001,75,Tue Jun 05 17:14:40 +0000 2018,"A suspect accused of stealing flags from a war memorial claimed he needed new curtains, police say… https://t.co/dc9kNviOZR"
CBS,0.302,0.698,0.0,-0.5994,76,Tue Jun 05 16:58:52 +0000 2018,Puerto Rico ordered to release hurricane-related death data https://t.co/OGCQYZDZeu https://t.co/paN4xyPElh
CBS,0.355,0.645,0.0,-0.8689,77,Tue Jun 05 16:32:57 +0000 2018,"NEW: Renowned designer Kate Spade, 55, found dead in her Manhattan apartment following an apparent suicide, police… https://t.co/ZxTyypiadQ"
CBS,0.0,1.0,0.0,0.0,78,Tue Jun 05 16:15:12 +0000 2018,"It's a jungle (primary) out there: under California's open primary system, all candidates run on the same ballot, r… https://t.co/EWLQLVwP6f"
CBS,0.202,0.798,0.0,-0.5106,79,Tue Jun 05 16:11:02 +0000 2018,"White House casts blame on Philadelphia Eagles after President Trump cancels event: ""In other words, the vast major… https://t.co/MRQGoyuXOa"
CBS,0.266,0.734,0.0,-0.7003,80,Tue Jun 05 15:59:34 +0000 2018,Mom who allowed men to rape her 5 and 6-year-old daughters for drugs and cash sentenced to prison… https://t.co/x6MstKAhUB
CBS,0.0,0.813,0.187,0.5994,81,Tue Jun 05 15:44:49 +0000 2018,"After the @Eagles were disinvited from their Super Bowl celebration at the White House today, Philadelphia's mayor… https://t.co/SSXqxspLtD"
CBS,0.227,0.773,0.0,-0.6486,82,Tue Jun 05 15:29:46 +0000 2018,"Former sheriff's deputy says ""there was no time"" to intervene in Parkland shooting, says he's haunted by what happe… https://t.co/n5tGJ5z0IB"
CBS,0.124,0.655,0.221,0.396,83,Tue Jun 05 15:18:09 +0000 2018,"Harvey Weinstein pleaded not guilty to rape in the first and third degree and criminal sexual act. He maintains, th… https://t.co/TSfz4xgezM"
CBS,0.192,0.808,0.0,-0.4215,84,Tue Jun 05 15:14:40 +0000 2018,"Miss America is dropping the swimsuit competition from its nationally televised broadcast, and will no longer judge… https://t.co/YL9WvuVahf"
CBS,0.233,0.509,0.258,0.1456,85,Tue Jun 05 15:14:23 +0000 2018,NEW: Harvey Weinstein has pleaded not guilty to rape and criminal sex act charges https://t.co/4ZCKujyxtF https://t.co/FHjwMZQ9oG
CBS,0.0,0.772,0.228,0.7346,86,Tue Jun 05 15:02:38 +0000 2018,"""That is the most important thing, that this team stays together and be the great team that we are. Don't let Donal… https://t.co/zUe5zcdp75"
CBS,0.119,0.881,0.0,-0.4019,87,Tue Jun 05 15:01:07 +0000 2018,“Many mayors have stood up against this tyrant. He is trying to turn this country into a dictatorship by ignoring t… https://t.co/x4jXcZtI0u
CBS,0.0,0.822,0.178,0.3818,88,Tue Jun 05 14:59:56 +0000 2018,"President Trump, facing GOP pushback, vows U.S. trade will be stronger https://t.co/pHxzDySvhV https://t.co/h0d30ld61l"
CBS,0.081,0.748,0.171,0.4867,89,Tue Jun 05 14:58:00 +0000 2018,"""Donald Trump ruins a lot of things but he can't ruin this,"" Philadelphia Mayor Jim Kenney says after the president… https://t.co/i2tbnwdQLY"
CBS,0.0,1.0,0.0,0.0,90,Tue Jun 05 14:55:21 +0000 2018,WATCH: Philadelphia Mayor Jim Kenney joins CBSN after President Trump canceled the Eagle's trip to the White House… https://t.co/Q4yA7rg6j7
CBS,0.0,1.0,0.0,0.0,91,Tue Jun 05 14:44:39 +0000 2018,Oprah's Book Club: Her latest pick by Anthony Ray Hinton was revealed on @CBSThisMorning  https://t.co/IHGNQVZQrQ https://t.co/eakMD1viMB
CBS,0.125,0.875,0.0,-0.25,92,Tue Jun 05 14:34:16 +0000 2018,The national anthem at sporting events has a long history of protest and patriotism https://t.co/5DiIwprStj https://t.co/2wxwKkWUDr
CBS,0.0,1.0,0.0,0.0,93,Tue Jun 05 13:57:02 +0000 2018,MOMENTS AGO: Harvey Weinstein arrives for court appearance in New York City https://t.co/IhrymDDFnB https://t.co/jCSiIsWv7A
CBS,0.204,0.669,0.126,-0.2732,94,Tue Jun 05 13:44:42 +0000 2018,"When her mom got into a car accident, this little girl went from ""hysterical"" to peacefully fast asleep in a fire f… https://t.co/Yw4otWbxNK"
CBS,0.065,0.791,0.144,0.4019,95,Tue Jun 05 13:33:14 +0000 2018,"Hard numbers:
- At the 500-day mark, Pres. Trump’s approval rating among Republicans is 87%
- U.S. cable news devot… https://t.co/xKcGJguA0i"
CBS,0.0,1.0,0.0,0.0,96,Tue Jun 05 13:29:35 +0000 2018,"First lady Melania Trump reappears after 24 days out of public view
https://t.co/MS3vW3F5FW https://t.co/xEcG38APlM"
CBS,0.0,1.0,0.0,0.0,97,Tue Jun 05 13:24:11 +0000 2018,President Trump is gearing up for a major global summit in Canada this weekend. Here's what you need to know:… https://t.co/WoYqR4jf3A
CBS,0.082,0.918,0.0,-0.1779,98,Tue Jun 05 13:14:55 +0000 2018,An international human rights group is accusing the U.S. and its allies of showing little regard for civilians' liv… https://t.co/FWqEo2Uxqu
CBS,0.0,1.0,0.0,0.0,99,Tue Jun 05 13:08:37 +0000 2018,"RT @CBSThisMorning: Anthony Ray Hinton remembers 5 things an officer told him when he was wrongfully-convicted: 
1) You're black
2) A white…"
CBS,0.0,0.891,0.109,0.296,100,Tue Jun 05 13:00:01 +0000 2018,"The UN human rights office is calling on the Trump administration to ""immediately halt"" its ""zero tolerance"" policy… https://t.co/A25c92TlAx"
CNN,0.158,0.842,0.0,-0.4588,1,Wed Jun 06 08:49:47 +0000 2018,"San Francisco has banned sales of flavored tobacco products, including menthol cigarettes and flavored vaping liqui… https://t.co/KmbPpmQBMn"
CNN,0.0,0.929,0.071,0.1531,2,Wed Jun 06 08:39:07 +0000 2018,What do giant doughnuts and a hot dog as big as a firetruck have in common? They are some of the peculiar buildings… https://t.co/KQkwSfC7ft
CNN,0.0,0.742,0.258,0.765,3,Wed Jun 06 08:09:05 +0000 2018,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/XqXxpEqTel"
CNN,0.167,0.833,0.0,-0.4939,4,Wed Jun 06 07:55:04 +0000 2018,Van Jones says it's 'beyond insulting' for the White House to lecture black people on patriotism… https://t.co/cn00aeyxAX
CNN,0.0,1.0,0.0,0.0,5,Wed Jun 06 07:45:05 +0000 2018,Syphilis cases hit highest level in almost 70 years in England https://t.co/Tbwh5QEmlJ https://t.co/dQVtvcatA3
CNN,0.0,1.0,0.0,0.0,6,Wed Jun 06 07:31:08 +0000 2018,"Ex-White House communications director Anthony Scaramucci says ""someone had it out"" for the White House communicati… https://t.co/J5dZixCOFK"
CNN,0.161,0.699,0.14,-0.0772,7,Wed Jun 06 07:15:08 +0000 2018,China's exam migrants desperate for chance to sit life-changing gaokao https://t.co/3Lrj9GhsK5 https://t.co/iSTAHdYniM
CNN,0.0,0.892,0.108,0.3182,8,Wed Jun 06 07:00:07 +0000 2018,"The original Gerber baby, Ann Turner Cook, met with 2018 spokesbaby Lucas Warren, the first child with Down syndrom… https://t.co/W4GxQyxhnU"
CNN,0.218,0.782,0.0,-0.5994,9,Wed Jun 06 06:45:05 +0000 2018,The stark reminder in Kate Spade's bewildering death | By Peggy Drexler via @CNNOpinion https://t.co/2VLmy55uM0 https://t.co/btbVFwUb43
CNN,0.0,1.0,0.0,0.0,10,Wed Jun 06 06:39:02 +0000 2018,Syphilis cases hit highest level in almost 70 years in England https://t.co/tlSbQBQB78 https://t.co/8H3RAL0fqK
CNN,0.211,0.789,0.0,-0.4939,11,Wed Jun 06 06:31:20 +0000 2018,A stolen armored personnel carrier led police on a two-hour chase through Virginia https://t.co/BJ7kthcVIk https://t.co/pm7Qykpv1W
CNN,0.0,0.742,0.258,0.765,12,Wed Jun 06 06:24:04 +0000 2018,"""We thank our great Singaporean hosts for their hospitality."" Donald Trump and Kim Jong Un will meet at the Capella… https://t.co/Lxj9XYvBat"
CNN,0.0,1.0,0.0,0.0,13,Wed Jun 06 06:16:00 +0000 2018,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/puZpbMqbrs"
CNN,0.167,0.833,0.0,-0.4939,14,Wed Jun 06 06:00:03 +0000 2018,"Van Jones says it's ""beyond insulting"" for White House to lecture black people on patriotism https://t.co/RYOQm7JYC4 https://t.co/VKHlORbWNt"
CNN,0.074,0.703,0.223,0.5859,15,Wed Jun 06 05:46:00 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/BpK3BfmxhF"
CNN,0.0,1.0,0.0,0.0,16,Wed Jun 06 05:30:09 +0000 2018,New Mexico's Deb Haaland likely to be first Native American congresswoman https://t.co/OZOPO7jDW1 https://t.co/OEFKSW4jYq
CNN,0.0,0.899,0.101,0.2263,17,Wed Jun 06 05:16:00 +0000 2018,This US Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/9WgWl36bTp
CNN,0.0,1.0,0.0,0.0,18,Wed Jun 06 05:01:03 +0000 2018,World Cup 2022: Meet the Qataris making the most of soccer's showcase https://t.co/gUHREnFgxE https://t.co/D2fNV5SoZP
CNN,0.0,1.0,0.0,0.0,19,Wed Jun 06 05:00:54 +0000 2018,Lt. Gov. Gavin Newsom and Republican John Cox will advance to the general election in the California governor’s rac… https://t.co/CnG4PfCSUo
CNN,0.0,1.0,0.0,0.0,20,Wed Jun 06 04:46:00 +0000 2018,Surveillance camera footage from this weekend shows a tiny asteroid that NASA says disintegrated over southern Afri… https://t.co/rcf8bYwBa7
CNN,0.0,0.847,0.153,0.4404,21,Wed Jun 06 04:31:05 +0000 2018,The question that hovers over Kate Spade's bright life | By Joseph V. Amodio via @CNNOpinion https://t.co/ZlcJvUUTDx https://t.co/Gl19aok4mN
CNN,0.0,1.0,0.0,0.0,22,Wed Jun 06 04:25:13 +0000 2018,"Lt. Gov. Gavin Newsom advances to the November election in California governor’s race, CNN projects… https://t.co/LZE8kMLfGg"
CNN,0.0,0.677,0.323,0.7351,23,Wed Jun 06 04:16:00 +0000 2018,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxzCvS https://t.co/GGrgV6wjIh
CNN,0.0,0.684,0.316,0.8074,24,Wed Jun 06 04:01:05 +0000 2018,"If you haven't been to Hong Kong in a while, a huge variety of exciting attractions have either just opened or are… https://t.co/O9B2p6Mn6X"
CNN,0.0,1.0,0.0,0.0,25,Wed Jun 06 03:56:46 +0000 2018,RT @CuomoPrimeTime: Former White House Communications Director Anthony @Scaramucci says “someone had it out” for former WH communications a…
CNN,0.0,1.0,0.0,0.0,26,Wed Jun 06 03:56:27 +0000 2018,What Kate Spade modeled for young women -- and their moms | By Hilary George-Parkin via @CNNOpinion… https://t.co/CzZpVjz91V
CNN,0.0,0.776,0.224,0.6705,27,Wed Jun 06 03:47:26 +0000 2018,"Henry Winkler, known for playing Arthur ""Fonzie"" Fonzarelli in ""Happy Days,"" tweeted that he was one of the many Ca… https://t.co/URwzEtzAA0"
CNN,0.167,0.833,0.0,-0.4939,28,Wed Jun 06 03:43:56 +0000 2018,"A stolen armored personnel carrier led police on a two-hour chase through Virginia on Tuesday night.

Police pursue… https://t.co/HpBfvHrX3h"
CNN,0.0,1.0,0.0,0.0,29,Wed Jun 06 03:40:49 +0000 2018,California gubernatorial candidate Antonio Villaraigosa is calling on the Los Angeles County Registrar-Recorder to… https://t.co/FE6u4sBfE5
CNN,0.0,1.0,0.0,0.0,30,Wed Jun 06 03:30:35 +0000 2018,"Republican Rep. Martha Roby, the Alabama congresswoman who un-endorsed Donald Trump in 2016 when the ""Access Hollyw… https://t.co/novr070USw"
CNN,0.0,0.825,0.175,0.5574,31,Wed Jun 06 03:23:19 +0000 2018,The Democratic Congressional Campaign Committee got a series of positive results tonight when all four of their top… https://t.co/x4MgccdOEY
CNN,0.138,0.862,0.0,-0.4927,32,Wed Jun 06 03:14:28 +0000 2018,"RT @CNNTonight: ""It's extremely frustrating as a veteran ... to serve your country, especially overseas though, and come back to such a div…"
CNN,0.211,0.789,0.0,-0.4939,33,Wed Jun 06 03:14:16 +0000 2018,A stolen armored personnel carrier led police on a two-hour chase through Virginia https://t.co/adapbHpfj7 https://t.co/e4cTyKhNP6
CNN,0.0,1.0,0.0,0.0,34,Wed Jun 06 03:11:12 +0000 2018,Democrats flip 42nd state legislative seat since President Trump took office https://t.co/XfrMn3fdSi https://t.co/VXXLOwVNzB
CNN,0.145,0.855,0.0,-0.296,35,Wed Jun 06 03:07:04 +0000 2018,"Cricket Australia Chief Executive James Sutherland has announced his resignation, following a ball-tampering scanda… https://t.co/FWJ834vD0E"
CNN,0.0,1.0,0.0,0.0,36,Wed Jun 06 03:00:53 +0000 2018,Polls are now closed in all eight states and all eyes are on California. Follow along for the latest updates:… https://t.co/IoX3Mof86j
CNN,0.152,0.711,0.137,-0.0772,37,Wed Jun 06 02:58:37 +0000 2018,Alabama congresswoman who dropped support for Donald Trump in 2016 is forced into a runoff https://t.co/Q1gNJlzUtw https://t.co/KEIHxJXEbw
CNN,0.0,0.762,0.238,0.6486,38,Wed Jun 06 02:53:57 +0000 2018,"Facebook says it has a deal to share user data with Huawei, a Chinese smartphone maker that US intelligence agencie… https://t.co/G1WnmsCG2Y"
CNN,0.0,0.83,0.17,0.4404,39,Wed Jun 06 02:49:55 +0000 2018,The European Union's top court has ruled that same-sex couples are entitled to the same residency rights as other m… https://t.co/86ENIlwFk2
CNN,0.0,0.827,0.173,0.5267,40,Wed Jun 06 02:47:44 +0000 2018,"RT @CNNTonight: ""What happened to the press corps?"" - @DonLemon
""Many of the people in that room want to be friends with these administrati…"
CNN,0.0,1.0,0.0,0.0,41,Wed Jun 06 02:46:35 +0000 2018,Giant donuts and a shoe you can walk into: Here's a look at California's strangest buildings… https://t.co/fPm1ztGtGh
CNN,0.07,0.635,0.295,0.7213,42,Wed Jun 06 02:40:51 +0000 2018,"""She could make me laugh so hard. I still can't believe it."" Actor David Spade shared a warm Christmas memory in a… https://t.co/Df3LGnCPp1"
CNN,0.13,0.87,0.0,-0.4019,43,Wed Jun 06 02:30:42 +0000 2018,So how big a deal is the L.A. County printing error? | Analysis by CNN's Chris Cillizza and Harry Enten… https://t.co/mdkJ1iV7LC
CNN,0.0,1.0,0.0,0.0,44,Wed Jun 06 02:14:03 +0000 2018,"Eight states are holding primary elections today, making it the biggest primary night of 2018 so far… https://t.co/SwgSLJWKrp"
CNN,0.086,0.824,0.09,0.0258,45,Wed Jun 06 02:12:03 +0000 2018,"“People who look like me have put blood in the ground, and put martyrs in the dirt for this country, to have it be… https://t.co/RbCQ94enry"
CNN,0.0,0.735,0.265,0.5574,46,Wed Jun 06 01:54:35 +0000 2018,How a positive statement made millions for this T-shirt company https://t.co/k9Po6IMQHK https://t.co/FrAa4pjrnt
CNN,0.0,0.669,0.331,0.8555,47,Wed Jun 06 01:40:15 +0000 2018,.@ChrisCuomo on NFL anthem controversy: “Unconditional love for this country is expressed in our freedom and our re… https://t.co/9zW9YIPDKc
CNN,0.0,1.0,0.0,0.0,48,Wed Jun 06 01:37:21 +0000 2018,"RT @CuomoPrimeTime: “You’re a New Yorker, and I’m a New Yorker and sometimes we are prone to a little embellishment and hyperbole” 

Former…"
CNN,0.0,1.0,0.0,0.0,49,Wed Jun 06 01:36:03 +0000 2018,Elon Musk tells shareholders Tesla won't run out of cash any time soon https://t.co/mCc4JYSyDr https://t.co/agkuotPQ12
CNN,0.0,1.0,0.0,0.0,50,Wed Jun 06 01:34:29 +0000 2018,.@ChrisCuomo: “The President is invited to come on this show anytime he wants. It's an open offer”… https://t.co/jWE0PRlP9x
CNN,0.124,0.876,0.0,-0.4019,51,Wed Jun 06 01:30:46 +0000 2018,"A random printing error left more than 118,000 California voters off rosters in Los Angeles County in the midst of… https://t.co/s7k9b5MSP6"
CNN,0.138,0.862,0.0,-0.4939,52,Wed Jun 06 01:23:16 +0000 2018,"""It wasn't my finest hour."" Former President Bill Clinton says he was mad at himself over his recent comments about… https://t.co/meUOhDuixp"
CNN,0.231,0.769,0.0,-0.6249,53,Wed Jun 06 01:15:43 +0000 2018,"As Republicans prepare to marshal all available resources for what is expected to be a difficult midterm battle, Wh… https://t.co/2E6XYpwppU"
CNN,0.0,1.0,0.0,0.0,54,Wed Jun 06 00:59:30 +0000 2018,"Steamboat Geyser in Yellowstone National Park is erupting unusually often. One June 4, the geyser had its eighth er… https://t.co/SOKNdYRH53"
CNN,0.172,0.828,0.0,-0.4019,55,Wed Jun 06 00:47:14 +0000 2018,Paul Manafort could be in big trouble | By Paul Callan via @CNNOpinion https://t.co/uSG5WQVf5m https://t.co/kxq7dM9wzf
CNN,0.0,1.0,0.0,0.0,56,Wed Jun 06 00:43:28 +0000 2018,"RT @CuomoPrimeTime: Coming up: Former White House Communications Director Anthony @Scaramucci joins @ChrisCuomo on #CuomoPrimeTime, 9p, ET…"
CNN,0.0,0.841,0.159,0.5267,57,Wed Jun 06 00:43:22 +0000 2018,Attorney General Jeff Sessions and the Justice Department have taken a lead role in announcing and defending the Tr… https://t.co/KJUa0pEQHe
CNN,0.0,0.803,0.197,0.5994,58,Wed Jun 06 00:40:24 +0000 2018,RT @AC360: “Trump relishes this reality-like TV world that he lives in all by himself… he is an emotional and intellectual lilliputian.”…
CNN,0.0,1.0,0.0,0.0,59,Wed Jun 06 00:38:24 +0000 2018,State Department spokeswoman Heather Nauert cited the D-Day invasion during an answer about the current state of US… https://t.co/e00nFoaH4f
CNN,0.0,1.0,0.0,0.0,60,Wed Jun 06 00:37:12 +0000 2018,Here are some key events in the talks between the Trump and Mueller teams https://t.co/s9psjAaVGj https://t.co/rLZruhOViE
CNN,0.273,0.648,0.079,-0.6369,61,Wed Jun 06 00:30:41 +0000 2018,"Seattle just passed a controversial ""Amazon tax"" to alleviate the city's housing crisis, and now there's considerat… https://t.co/eDt2hA0CAw"
CNN,0.085,0.809,0.106,0.128,62,Wed Jun 06 00:24:43 +0000 2018,"Anderson Cooper: When it comes to the Eagles and political stunts, it sounds like the White House doth protest too… https://t.co/eEtXC5piUT"
CNN,0.109,0.891,0.0,-0.296,63,Wed Jun 06 00:16:04 +0000 2018,The former head of USA Gymnastics exercised his Fifth Amendment right to avoid self-incrimination and declined to t… https://t.co/8ttEooSDrY
CNN,0.0,1.0,0.0,0.0,64,Wed Jun 06 00:11:04 +0000 2018,"On Wednesday, President Donald Trump's White House will host its first iftar, the sundown meal that breaks fasts du… https://t.co/FK5wcKuLZx"
CNN,0.0,0.87,0.13,0.2732,65,Wed Jun 06 00:09:07 +0000 2018,".@JohnKingCNN explains the significance of California's ""Jungle Primary"" and the impact it could have… https://t.co/O20261Iee7"
CNN,0.0,0.829,0.171,0.3182,66,Wed Jun 06 00:06:08 +0000 2018,Republican senators say they have received commitments from President Donald Trump and his top lieutenants that Con… https://t.co/ijAUGNdsEG
CNN,0.0,0.892,0.108,0.3182,67,Wed Jun 06 00:01:06 +0000 2018,"National Park Service acting director Paul Daniel Smith apologized to employees in an email for behaving ""in an ina… https://t.co/LUf7aGLVR7"
CNN,0.0,0.823,0.177,0.5106,68,Tue Jun 05 23:49:27 +0000 2018,"""I think that this is all a stunt, and I think that the President is playing the NFL like a fiddle, and these playe… https://t.co/UnYhb9xeTr"
CNN,0.0,0.894,0.106,0.2263,69,Tue Jun 05 23:46:01 +0000 2018,This Army soldier traveled from Iraq for his daughter’s graduation and surprised her at the rehearsal… https://t.co/A0K4B3Z06B
CNN,0.134,0.866,0.0,-0.4767,70,Tue Jun 05 23:42:54 +0000 2018,"RT @CNNSitRoom: On the President continuing to attack Attorney General Jeff Sessions, @RepAdamSchiff says if he were one of Trump’s lawyers…"
CNN,0.302,0.698,0.0,-0.8316,71,Tue Jun 05 23:40:00 +0000 2018,A White House contractor wanted by police on an attempted first-degree murder charge was arrested as he came in to… https://t.co/kaYfR7pbzp
CNN,0.0,1.0,0.0,0.0,72,Tue Jun 05 23:31:07 +0000 2018,"For the first time in at least 20 years, there are now more job openings than there are people looking for work, ac… https://t.co/CPRrBKuBNB"
CNN,0.0,1.0,0.0,0.0,73,Tue Jun 05 23:16:00 +0000 2018,This surveillance camera footage shows a tiny asteroid that NASA says disintegrated over southern Africa https://t.co/LvxGW3DO4C
CNN,0.0,0.901,0.099,0.3182,74,Tue Jun 05 23:11:03 +0000 2018,"The original Gerber baby, Ann Turner Cook, met with Lucas Warren, the first child with Down syndrome named as the b… https://t.co/hjBMOApIsT"
CNN,0.074,0.703,0.223,0.5859,75,Tue Jun 05 23:06:49 +0000 2018,"Tyler Soloman wiped tears of joy off his face after his father, who'd been deployed overseas, surprised Tyler by sh… https://t.co/dZHUPa782l"
CNN,0.126,0.874,0.0,-0.3818,76,Tue Jun 05 23:01:07 +0000 2018,President Trump has unblocked the 7 plaintiffs who sued him and members of his administration for blocking them on… https://t.co/5AH11urc02
CNN,0.095,0.905,0.0,-0.2263,77,Tue Jun 05 22:59:48 +0000 2018,White House communications aide Kelly Sadler was quietly let go nearly a month after making an insensitive remark a… https://t.co/dynu5Lciby
CNN,0.0,1.0,0.0,0.0,78,Tue Jun 05 22:51:04 +0000 2018,Former FBI Deputy Director Andrew McCabe has requested immunity in exchange for testifying at an upcoming congressi… https://t.co/EeK45nooGd
CNN,0.0,0.677,0.323,0.7351,79,Tue Jun 05 22:46:00 +0000 2018,This delivery man is being praised for taking a welcome mat's quirky instructions literally https://t.co/JTIKQxRdUs https://t.co/iD4F80ctIY
CNN,0.069,0.931,0.0,-0.1027,80,Tue Jun 05 22:41:05 +0000 2018,It's hard to remember a time when Starbucks wasn't on every big-city corner and in every US suburban shopping cente… https://t.co/g2w4az5dt3
CNN,0.0,1.0,0.0,0.0,81,Tue Jun 05 22:31:10 +0000 2018,"Iowa Republican Sen. Joni Ernst called EPA Administrator Scott Pruitt ""as swampy as you get"" https://t.co/M3QQOAYqgB https://t.co/IA0ep23Xu4"
CNN,0.104,0.896,0.0,-0.296,82,Tue Jun 05 22:24:10 +0000 2018,"“If there was no collusion, then why lie about what took place in Trump Tower?” Rep. Adam Schiff asks… https://t.co/afT6Ame3r6"
CNN,0.0,1.0,0.0,0.0,83,Tue Jun 05 22:21:10 +0000 2018,Women recount why their Kate Spade purse was more than a handbag https://t.co/pZqEb4ZZdz via @CNNStyle https://t.co/lpJ1uaNhoK
CNN,0.0,0.905,0.095,0.2263,84,Tue Jun 05 22:15:48 +0000 2018,"How Apple, which is currently worth $945 billion and on track to become the first-ever trillion-dollar company, has… https://t.co/yXvihg6Udk"
CNN,0.16,0.777,0.063,-0.4588,85,Tue Jun 05 22:10:16 +0000 2018,"Former Illinois Gov. Rod Blagojevich is officially asking President Donald Trump to commute his prison sentence, fi… https://t.co/QLQ2UqbZJ9"
